price,baths,beds,dogs_allowed,comes_furnished,type,sqfeet,parking_options,laundry_options,state,lat,long,id
209,1,2,1,1,apartment,870,off-street parking,laundry on site,nm,35.1092,'-106.624,7041318805
395,1,2,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7041320812
1250,1,2,1,0,apartment,550,street parking,laundry on site,fl,25.7873,'-80.1564,7041321046
1250,1,2,1,0,apartment,550,street parking,laundry on site,fl,25.7873,'-80.1564,7041322583
644,1,2,1,0,apartment,497,off-street parking,w/d hookups,al,33.1617,'-87.5144,7041322753
1040,1,2,1,0,apartment,600,off-street parking,laundry on site,mn,44.8517,'-93.4546,7041325538
679,1,2,1,0,apartment,550,off-street parking,laundry on site,ky,36.9918,'-86.4231,7041330119
1301,1,2,1,0,apartment,684,attached garage,w/d in unit,md,39.2685,'-76.6125,7041334295
802,1,2,1,0,apartment,450,off-street parking,laundry in bldg,mi,42.8598,'-85.6509,7041334591
875,1,2,1,0,apartment,580,carport,laundry on site,az,33.5021,'-112.031,7041334659
1030,1,2,1,0,apartment,380,off-street parking,laundry on site,az,35.1842,'-111.665,7041334872
749,1,2,1,0,apartment,525,off-street parking,laundry on site,tn,35.0237,'-85.1789,7041337273
630,1,2,1,0,apartment,417,attached garage,laundry in bldg,il,40.1135,'-88.2132,7041340653
1230,1,2,1,0,apartment,665,attached garage,w/d in unit,co,40.3965,'-105.073,7041341163
1511,1,2,1,0,apartment,471,carport,w/d in unit,mi,42.3236,'-83.7079,7041345187
1476,1,2,1,0,apartment,535,carport,w/d in unit,mi,42.3236,'-83.7079,7041346935
1275,1,2,1,0,apartment,500,street parking,laundry on site,fl,25.7873,'-80.1564,7041348898
1275,1,2,1,0,apartment,500,street parking,laundry on site,fl,25.7873,'-80.1564,7041350053
755,1,2,1,0,apartment,464,carport,laundry on site,nv,36.1243,'-115.145,7041354268
739,1,2,1,0,apartment,432,off-street parking,laundry on site,tn,35.0235,'-85.179,7041358491
1350,1,2,1,0,apartment,550,street parking,laundry on site,fl,25.7873,'-80.1564,7041360927
1350,1,2,1,0,apartment,550,street parking,laundry on site,fl,25.7873,'-80.1564,7041361834
635,1,2,1,0,apartment,431,detached garage,w/d in unit,mn,46.8543,'-96.7205,7041363212
740,1,2,1,0,apartment,400,carport,laundry on site,ca,35.3363,'-119.066,7041365703
699,1,2,1,0,apartment,550,off-street parking,laundry on site,ky,36.9919,'-86.4231,7041369416
975,1,2,1,0,apartment,550,carport,laundry on site,ca,37.9836,'-121.333,7041370543
2675,1,2,1,0,apartment,419,attached garage,w/d in unit,ma,42.3441,'-71.0631,7041380848
1061,1,2,1,0,apartment,466,carport,w/d in unit,or,44.0682,'-123.082,7041386999
990,1,2,1,0,apartment,600,off-street parking,w/d in unit,al,33.2063,'-87.5079,7041394193
850,1,2,1,0,apartment,455,street parking,laundry in bldg,mn,44.964,'-93.2766,7041394766
1125,1,2,1,0,apartment,461,off-street parking,w/d in unit,wa,47.4329,'-120.315,7041409701
615,1,2,1,0,apartment,400,off-street parking,laundry on site,ia,41.2485,'-95.9545,7041410898
995,1,2,1,0,apartment,500,street parking,w/d in unit,nj,39.9485,'-75.1293,7041416975
795,1,2,1,0,apartment,425,off-street parking,laundry on site,sc,32.2371,'-80.8212,7041417007
2695,1,2,1,0,apartment,473,attached garage,w/d in unit,ma,42.3435,'-71.0453,7041432475
1230,1,2,1,0,apartment,557,attached garage,w/d in unit,mn,44.948,'-93.2996,7041433878
1800,1,2,1,0,apartment,450,off-street parking,laundry on site,ca,34.4241,'-119.69,7041458353
799,1,2,1,0,apartment,520,off-street parking,laundry on site,nm,35.5936,'-106.108,7041469542
795,1,2,1,0,apartment,500,off-street parking,laundry on site,fl,30.3068,'-81.7008,7041472436
655,1,2,1,0,apartment,415,off-street parking,laundry in bldg,co,38.2672,'-104.631,7041477454
655,1,2,1,0,apartment,415,off-street parking,laundry on site,co,38.2672,'-104.631,7041478507
726,1,2,1,1,apartment,870,off-street parking,laundry in bldg,tx,26.2015,'-98.1992,7041483902
925,1,2,1,1,apartment,870,street parking,laundry on site,wa,47.2545,'-122.44,7041484680
695,1,2,1,0,apartment,700,off-street parking,laundry in bldg,ks,39.1937,'-96.5747,7041490375
1205,1,2,1,0,apartment,515,off-street parking,w/d in unit,co,40.3849,'-105.092,7041492623
679,1,2,1,0,apartment,550,off-street parking,laundry on site,ky,36.9914,'-86.4228,7041495897
901,1,2,1,0,apartment,451,carport,w/d in unit,id,47.6342,'-117.451,7041498111
1020,1,2,1,1,apartment,870,off-street parking,laundry in bldg,ms,32.1888,'-90.2595,7041509350
1350,1,2,1,0,apartment,537,off-street parking,w/d in unit,nh,42.9324,'-72.2867,7041509639
589,1,2,1,0,apartment,433,off-street parking,laundry on site,ks,38.9704,'-95.2769,7041509780
720,1,2,1,1,apartment,870,off-street parking,laundry in bldg,tx,33.5746,'-101.944,7041511880
1024,1,2,1,1,apartment,870,off-street parking,laundry in bldg,mi,42.2741,'-85.6581,7041512615
1455,1,2,1,0,apartment,526,off-street parking,w/d in unit,nh,42.7564,'-71.4667,7041513648
715,1,2,1,1,apartment,870,off-street parking,laundry in bldg,tx,33.5463,'-101.858,7041514410
549,1,2,1,1,apartment,870,off-street parking,laundry in bldg,nm,32.2935,'-106.741,7041517604
670,1,2,1,1,apartment,870,off-street parking,laundry in bldg,tx,27.5879,'-99.2176,7041519505
1650,1,2,1,0,apartment,350,street parking,laundry on site,ca,32.7287,'-117.161,7041519775
700,1,2,1,1,apartment,870,off-street parking,laundry in bldg,tx,26.1951,'-97.689,7041524100
1345,1,2,1,1,apartment,870,off-street parking,laundry in bldg,co,40.4789,'-105.174,7041526287
765,1,2,1,0,apartment,345,attached garage,laundry in bldg,pa,40.4285,'-79.9242,7041528925
985,1,2,1,1,apartment,870,off-street parking,laundry in bldg,al,30.6605,'-88.1618,7041529184
963,1,2,1,1,apartment,870,off-street parking,laundry in bldg,al,30.6197,'-87.8895,7041530963
880,1,2,1,0,apartment,364,off-street parking,laundry in bldg,id,47.6547,'-117.381,7041532753
970,1,2,1,0,apartment,570,attached garage,laundry in bldg,pa,40.4281,'-79.9246,7041534156
1259,1,2,1,1,apartment,870,off-street parking,laundry in bldg,tx,30.0211,'-94.1157,7041538539
550,1,2,1,0,apartment,350,off-street parking,laundry in bldg,il,40.5438,'-88.9828,7041543700
755,1,2,1,0,apartment,439,carport,laundry on site,mi,43.0135,'-85.6027,7041543933
705,1,2,1,0,apartment,439,carport,laundry on site,mi,43.0135,'-85.6027,7041546490
540,1,2,1,0,apartment,520,carport,laundry on site,az,31.5503,'-110.3,7041546768
932,1,2,1,1,apartment,870,off-street parking,laundry in bldg,oh,39.6651,'-84.2401,7041552169
1280,1,2,1,0,apartment,618,off-street parking,w/d in unit,ga,32.0695,'-81.0494,7041555202
680,1,2,1,0,apartment,563,off-street parking,laundry in bldg,ia,41.6168,'-93.7188,7041566191
630,1,2,1,0,apartment,417,attached garage,laundry in bldg,il,40.1135,'-88.2132,7041566335
613,1,2,1,0,apartment,450,off-street parking,laundry on site,ks,38.9704,'-95.2769,7041567638
1550,1,2,1,0,condo,600,off-street parking,w/d in unit,fl,26.1383,'-80.1221,7041568922
1650,1,2,1,0,apartment,350,street parking,laundry on site,ca,32.7287,'-117.161,7041569138
784,1,2,1,1,apartment,870,off-street parking,laundry in bldg,oh,40.9773,'-81.4881,7041570364
803,1,2,1,0,apartment,620,off-street parking,w/d in unit,ne,40.8282,'-96.7876,7041570964
1205,1,2,1,1,apartment,560,street parking,w/d in unit,id,43.6237,'-116.201,7041580929
750,1,2,1,0,apartment,480,off-street parking,laundry on site,tx,32.8545,'-96.7476,7041593565
1650,1,2,1,0,apartment,350,street parking,laundry on site,ca,32.7287,'-117.161,7041602066
799,1,2,1,0,apartment,520,off-street parking,laundry on site,nm,35.5936,'-106.108,7041607158
1695,1,2,1,0,apartment,498,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7041623660
1150,1,2,1,0,apartment,385,off-street parking,laundry on site,hi,21.3409,'-157.876,7041625783
1695,1,2,1,0,apartment,498,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7041626892
1695,1,2,1,0,apartment,498,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7041628501
1695,1,2,1,0,apartment,498,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7041629159
1595,1,2,1,0,apartment,360,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7041629591
1150,1,2,1,0,apartment,385,off-street parking,laundry on site,hi,21.3409,'-157.876,7041649738
1021,1,2,1,0,apartment,542,off-street parking,w/d in unit,tx,30.2315,'-97.7223,7041763151
800,1,2,1,0,apartment,400,off-street parking,w/d hookups,ga,33.9634,'-83.4376,7041782085
1590,1,2,1,0,apartment,680,no parking,laundry in bldg,ct,41.3087,'-72.9271,7041783144
759,1,2,1,0,apartment,448,off-street parking,laundry on site,fl,29.1994,'-81.0376,7041790101
1515,1,2,1,0,apartment,581,attached garage,w/d in unit,dc,38.9982,'-77.0338,7041793900
1324,1,2,1,0,apartment,606,attached garage,w/d in unit,sc,32.8662,'-79.9152,7041794964
695,1,2,1,0,apartment,700,off-street parking,laundry in bldg,ks,39.1937,'-96.5747,7041798664
855,1,2,1,0,apartment,350,off-street parking,laundry in bldg,mn,44.9921,'-92.9981,7041800840
1091,1,2,1,0,apartment,500,attached garage,w/d in unit,sc,32.7973,'-79.9415,7041804435
529,1,2,1,0,apartment,387,off-street parking,laundry on site,mi,41.8449,'-86.25,7041806303
1100,1,2,1,0,apartment,490,attached garage,w/d in unit,sc,34.8495,'-82.4046,7041815896
425,1,2,1,0,apartment,450,off-street parking,laundry on site,ks,37.6921,'-97.347,7041820725
695,1,2,1,1,apartment,870,off-street parking,laundry in bldg,ia,42.5241,'-92.4497,7041820947
395,1,2,1,0,apartment,400,off-street parking,laundry on site,ks,37.6662,'-97.3165,7041822751
395,1,2,1,0,apartment,400,off-street parking,laundry on site,ks,37.6662,'-97.3165,7041824875
1265,1,2,1,0,apartment,618,off-street parking,w/d in unit,ga,32.0692,'-81.0494,7041827011
675,1,2,1,0,apartment,494,off-street parking,laundry on site,co,38.8352,'-104.753,7041829119
1762,1,2,1,0,apartment,486,carport,laundry on site,ca,34.221,'-119.062,7041831360
1475,1,2,1,0,apartment,526,off-street parking,w/d in unit,nh,42.7564,'-71.4667,7041833854
630,1,2,1,0,apartment,400,off-street parking,laundry in bldg,sc,33.7591,'-78.9526,7041842237
806,1,2,1,0,apartment,581,off-street parking,w/d in unit,ne,40.7371,'-96.5957,7041843757
745,1,2,1,0,apartment,485,off-street parking,laundry in bldg,wi,43.0249,'-89.4722,7041850543
745,1,2,1,0,apartment,485,off-street parking,laundry in bldg,wi,43.0249,'-89.4722,7041850567
325,1,2,1,1,apartment,300,off-street parking,no laundry on site,nc,35.5376,'-82.7001,7041853301
1455,1,2,1,0,apartment,508,off-street parking,laundry in bldg,ri,41.82,'-71.4158,7041856432
975,1,2,1,0,apartment,400,off-street parking,laundry in bldg,ct,41.2796,'-72.8786,7041857130
799,1,2,1,0,apartment,520,off-street parking,laundry on site,nm,35.5936,'-106.108,7041860627
1205,1,2,1,0,apartment,515,off-street parking,w/d in unit,co,40.3849,'-105.092,7041860914
630,1,2,1,0,apartment,417,attached garage,laundry in bldg,il,40.1135,'-88.2132,7041863593
770,1,2,1,0,apartment,445,attached garage,laundry in bldg,pa,40.428,'-79.9247,7041864778
970,1,2,1,0,apartment,400,off-street parking,laundry in bldg,ct,41.2796,'-72.8786,7041871843
209,1,2,1,1,apartment,870,off-street parking,laundry on site,nm,35.1092,'-106.624,7041881443
1000,1,2,1,0,apartment,900,off-street parking,laundry in bldg,wi,43.0403,'-87.9154,7041892454
1075,1,2,1,0,apartment,1030,off-street parking,laundry in bldg,wi,43.0403,'-87.9154,7041892852
750,1,2,1,0,apartment,440,carport,laundry on site,nv,36.1812,'-115.241,7041893726
850,1,2,1,0,apartment,670,off-street parking,laundry in bldg,wi,43.0403,'-87.9154,7041894082
650,1,2,1,0,apartment,480,off-street parking,laundry on site,nm,35.1157,'-106.537,7041894205
1025,1,2,1,0,apartment,900,off-street parking,laundry in bldg,wi,43.0403,'-87.9154,7041894862
1000,1,2,1,0,apartment,900,street parking,laundry in bldg,wi,43.0403,'-87.9154,7041896809
800,1,2,1,0,apartment,398,detached garage,laundry on site,ia,41.5869,'-93.625,7041898933
995,1,2,1,0,apartment,500,street parking,w/d in unit,nj,39.9485,'-75.1293,7041900386
739,1,2,1,0,apartment,432,street parking,laundry on site,tn,35.0237,'-85.1795,7041908077
1568,1,2,1,1,apartment,870,off-street parking,laundry in bldg,fl,,,7041912421
1008,1,2,1,1,apartment,870,off-street parking,laundry in bldg,fl,30.5241,'-87.2167,7041916379
802,1,2,1,0,apartment,288,off-street parking,laundry on site,fl,28.7704,'-81.2647,7041916464
987,1,2,1,1,apartment,870,off-street parking,laundry in bldg,fl,30.5301,'-87.2793,7041918613
786,1,2,1,1,apartment,870,off-street parking,laundry in bldg,la,32.4537,'-93.8492,7041922025
1000,1,2,1,1,apartment,870,off-street parking,laundry in bldg,la,32.5188,'-93.7054,7041924238
790,1,2,1,0,apartment,400,off-street parking,w/d hookups,ga,33.9634,'-83.4376,7041932437
685,1,2,1,0,apartment,550,street parking,laundry in bldg,ny,43.1442,'-77.5922,7041933756
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041934032
725,1,2,1,0,apartment,500,off-street parking,laundry in bldg,wi,43.0567,'-87.8905,7041936805
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041937732
476,1,2,1,0,apartment,423,off-street parking,w/d hookups,la,31.1441,'-93.2707,7041940396
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041942616
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041952761
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041958933
795,1,2,1,0,apartment,425,off-street parking,laundry on site,sc,32.2371,'-80.8212,7041964289
940,1,2,1,0,apartment,443,off-street parking,laundry on site,mn,44.7435,'-93.2941,7041966541
3625,1,2,1,0,apartment,468,off-street parking,laundry in bldg,md,32.9843,'-117.053,7041966757
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041974529
907,1,2,1,0,apartment,550,off-street parking,w/d hookups,fl,28.0691,'-80.62,7041982293
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041983121
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041987570
626,1,2,1,0,apartment,636,street parking,w/d in unit,nm,35.0853,'-106.658,7041988431
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041990382
679,1,2,1,0,apartment,550,off-street parking,laundry on site,ky,36.9916,'-86.4232,7041991962
626,1,2,1,0,apartment,449,street parking,w/d in unit,nm,35.0853,'-106.658,7041994922
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041996006
626,1,2,1,0,apartment,449,street parking,w/d in unit,nm,35.0853,'-106.658,7041996868
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7041998381
695,1,2,1,0,apartment,700,off-street parking,laundry in bldg,ks,39.1937,'-96.5747,7042000508
1335,1,2,1,0,apartment,536,detached garage,w/d in unit,co,40.5195,'-105.01,7042000795
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042001830
1595,1,2,1,0,condo,573,attached garage,w/d in unit,wa,47.5738,'-122.371,7042003400
750,1,2,1,0,apartment,454,carport,laundry on site,tx,31.8341,'-102.416,7042005456
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042009578
699,1,2,1,0,apartment,550,off-street parking,laundry on site,ky,36.9916,'-86.4227,7042012738
1125,1,2,1,0,apartment,504,carport,laundry on site,ca,37.6746,'-121.011,7042013890
800,1,2,1,0,apartment,400,off-street parking,w/d hookups,ga,33.9634,'-83.4376,7042017734
750,1,2,1,0,apartment,400,off-street parking,laundry on site,nc,34.2237,'-77.9206,7042024808
2985,1,2,1,0,apartment,390,off-street parking,laundry in bldg,ia,32.9842,'-117.052,7042029465
1195,1,2,1,1,flat,550,street parking,laundry on site,fl,28.4503,'-81.468,7042074712
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042075873
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042078099
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042082920
1895,1,2,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042087198
800,1,2,1,0,apartment,400,off-street parking,w/d hookups,ga,33.9634,'-83.4376,7042092250
1510,1,2,1,0,apartment,399,no parking,laundry in bldg,ct,41.306,'-72.9276,7042092768
1995,1,2,1,0,apartment,610,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042100961
1543,1,2,1,0,apartment,539,attached garage,w/d in unit,dc,38.9982,'-77.0338,7042111729
925,1,2,1,0,apartment,500,off-street parking,laundry on site,va,37.2563,'-80.4347,7042112158
495,1,2,1,0,apartment,600,off-street parking,laundry in bldg,ks,37.6662,'-97.3165,7042113326
820,1,2,1,0,apartment,300,off-street parking,laundry on site,mi,42.2622,'-83.7797,7042126817
820,1,2,1,0,apartment,300,off-street parking,laundry on site,mi,42.2622,'-83.7797,7042127605
830,1,2,1,0,apartment,622,off-street parking,w/d in unit,al,34.7167,'-86.4687,7042127913
750,1,2,1,0,apartment,520,off-street parking,w/d in unit,ga,33.5133,'-82.0274,7042132627
1005,1,2,1,0,apartment,364,street parking,laundry on site,tn,35.1477,'-90.0517,7042133410
767,1,2,1,0,apartment,499,street parking,laundry on site,tn,35.1477,'-90.0517,7042133751
965,1,2,1,0,apartment,472,carport,w/d in unit,or,44.9961,'-122.912,7042137856
745,1,2,1,0,apartment,485,off-street parking,laundry in bldg,wi,43.0277,'-89.4657,7042139922
630,1,2,1,0,apartment,417,attached garage,laundry in bldg,il,40.1135,'-88.2132,7042145237
739,1,2,1,0,apartment,432,street parking,laundry on site,tn,35.024,'-85.1781,7042154982
600,1,2,1,0,apartment,417,street parking,laundry on site,mo,39.734,'-94.8171,7042162882
1445,1,2,1,0,apartment,447,carport,laundry in bldg,ca,34.0005,'-118.438,7042164265
1125,1,2,1,0,apartment,465,off-street parking,w/d in unit,or,44.0223,'-123.081,7042172656
626,1,2,1,0,apartment,449,street parking,w/d in unit,nm,35.0853,'-106.658,7042177644
1362,1,2,1,0,apartment,567,attached garage,w/d in unit,wi,43.0774,'-89.3732,7042191308
1009,1,2,1,0,apartment,560,attached garage,w/d in unit,la,30.3991,'-91.1781,7042211120
1695,1,2,1,0,apartment,498,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7042215156
1595,1,2,1,0,apartment,360,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7042239415
2125,1,2,1,0,apartment,1000,carport,w/d in unit,ma,42.5151,'-70.9003,7042239966
480,1,2,1,0,apartment,300,off-street parking,laundry on site,in,39.6789,'-86.1302,7042241121
1595,1,2,1,0,apartment,360,off-street parking,laundry in bldg,hi,21.2788,'-157.824,7042254915
1500,1,2,1,0,apartment,550,attached garage,w/d in unit,fl,25.7839,'-80.2128,7042266487
1015,1,2,1,0,apartment,560,attached garage,w/d in unit,la,30.3997,'-91.1786,7042356202
325,1,2,1,1,apartment,300,off-street parking,no laundry on site,nc,35.5376,'-82.7001,7042385875
805,1,2,1,0,apartment,627,off-street parking,w/d in unit,la,29.9957,'-90.178,7042389668
395,1,2,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7042393910
1025,1,2,1,0,apartment,434,carport,w/d in unit,sc,34.8472,'-82.406,7042395481
935,1,2,1,1,apartment,294,off-street parking,laundry in bldg,ny,43.0083,'-78.7795,7042398149
395,1,2,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7042398881
395,1,2,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7042400580
795,1,2,1,0,apartment,425,off-street parking,laundry on site,sc,32.2371,'-80.8212,7042420950
830,1,2,1,0,apartment,622,off-street parking,w/d in unit,al,34.7167,'-86.4687,7042426546
1762,1,2,1,0,apartment,486,carport,laundry on site,ca,34.221,'-119.062,7042437004
679,1,2,1,0,apartment,550,off-street parking,laundry on site,ky,36.9919,'-86.4228,7042438441
425,1,2,1,0,apartment,350,off-street parking,laundry on site,ks,39.0398,'-95.6956,7042440700
0,3,5,1,1,condo,390,attached garage,w/d in unit,tx,27.6124,'-97.2227,7042447058
1895,3,5,1,0,apartment,590,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042454745
1250,3,5,1,0,apartment,1000,off-street parking,w/d hookups,ct,41.7905,'-72.6964,7042462026
750,3,5,1,0,apartment,330,off-street parking,laundry in bldg,co,38.8767,'-104.834,7042462204
1055,3,5,1,0,apartment,473,detached garage,w/d in unit,co,39.0312,'-104.828,7042467217
770,3,5,1,0,apartment,445,attached garage,laundry in bldg,pa,40.428,'-79.9248,7042475747
1995,3,5,1,0,apartment,609,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042476036
1995,3,5,1,0,apartment,609,attached garage,w/d in unit,nj,40.7372,'-74.0676,7042484586
1525,3,5,1,0,apartment,525,off-street parking,laundry in bldg,ri,41.82,'-71.4158,7042487930
1100,3,5,1,0,apartment,490,attached garage,w/d in unit,sc,34.8495,'-82.4046,7042493147
1600,3,5,1,0,apartment,500,street parking,w/d in unit,ca,32.749,'-117.158,7042495490
1550,3,5,1,0,apartment,500,no parking,w/d in unit,ca,32.749,'-117.158,7042496051
559,3,5,1,0,apartment,480,off-street parking,laundry on site,al,34.7389,'-86.6249,7042503925
679,3,5,1,0,apartment,550,off-street parking,laundry on site,ky,36.9917,'-86.4226,7042513431
580,3,5,1,0,apartment,460,carport,laundry on site,ar,34.7632,'-92.3304,7042517960
1205,3,5,1,0,apartment,515,off-street parking,w/d in unit,co,40.3849,'-105.092,7042518083
975,3,5,1,0,apartment,550,carport,laundry on site,ca,37.9872,'-121.318,7042526292
1100,3,5,1,0,apartment,600,carport,laundry on site,ca,38.0024,'-121.324,7042530489
1090,3,5,1,0,apartment,461,off-street parking,w/d in unit,wa,47.4329,'-120.315,7042530906
1650,3,5,1,0,apartment,520,attached garage,w/d in unit,fl,25.7715,'-80.1888,7042545734
975,3,5,1,0,apartment,550,carport,laundry on site,ca,38.0024,'-121.324,7042550543
300,3,5,1,0,cottage/cabin,870,street parking,laundry on site,mo,36.7155,'-93.1326,7042551587
975,3,5,1,0,apartment,550,carport,laundry on site,ca,37.9836,'-121.333,7042553800
395,3,5,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7042557721
1550,3,5,1,0,apartment,500,street parking,no laundry on site,ma,42.4601,'-70.9333,7042560121
889,3,5,1,0,apartment,504,off-street parking,w/d hookups,tx,33.2127,'-97.1288,7042564069
209,3,5,1,1,apartment,870,off-street parking,laundry on site,nm,35.1092,'-106.624,7042568851
1650,3,5,1,0,apartment,350,street parking,laundry on site,ca,32.7287,'-117.161,7042569556
425,3,5,1,0,apartment,350,off-street parking,laundry on site,ks,39.0398,'-95.6956,7042569884
799,3,5,1,0,apartment,504,off-street parking,laundry on site,co,38.8137,'-104.834,7042570580
975,3,5,1,0,apartment,550,carport,laundry on site,ca,37.9872,'-121.318,7042570891
1299,3,5,1,0,apartment,500,off-street parking,laundry in bldg,hi,21.3295,'-157.861,7042571478
745,3,5,1,0,apartment,485,off-street parking,laundry in bldg,wi,43.0277,'-89.4657,7042572176
817,3,5,1,0,apartment,499,street parking,laundry on site,tn,35.1477,'-90.0517,7042572949
955,3,5,1,0,apartment,364,street parking,laundry on site,tn,35.1477,'-90.0517,7042573029
739,3,5,1,0,apartment,432,street parking,laundry on site,tn,35.024,'-85.1781,7042578920
739,3,5,1,0,apartment,432,street parking,laundry on site,tn,35.0237,'-85.1795,7042580925
935,3,5,1,0,apartment,483,attached garage,w/d in unit,ia,41.5925,'-93.6148,7042584472
739,3,5,1,0,apartment,432,street parking,laundry on site,tn,35.0237,'-85.1795,7042589771
395,3,5,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7042589990
739,3,5,1,0,apartment,432,street parking,laundry on site,tn,35.024,'-85.1781,7042592679
1100,3,5,1,0,apartment,490,attached garage,w/d in unit,sc,34.8472,'-82.406,7042597781
1725,3,5,1,0,apartment,481,attached garage,w/d in unit,wa,47.6232,'-122.324,7042608235
750,3,5,1,0,apartment,400,off-street parking,laundry on site,nc,34.2237,'-77.9206,7042613171
1091,3,5,1,0,apartment,500,attached garage,w/d in unit,sc,32.7973,'-79.9415,7042623919
395,3,5,1,0,apartment,400,off-street parking,laundry on site,ks,37.6597,'-97.3172,7042632152
209,3,5,1,1,apartment,870,off-street parking,laundry on site,nm,35.1092,'-106.624,7042635383
1205,3,5,1,0,apartment,515,off-street parking,w/d in unit,co,40.3849,'-105.092,7042635721
626,3,5,1,0,apartment,449,street parking,w/d in unit,nm,35.0853,'-106.658,7042648605
1120,3,5,1,0,apartment,504,off-street parking,w/d in unit,co,40.5473,'-105.108,7042649531
424,3,5,1,0,apartment,465,carport,laundry on site,ok,35.742,'-95.3228,7042653601
795,3,5,1,0,apartment,552,off-street parking,w/d in unit,ia,41.6827,'-93.7771,7042653897
713,3,5,1,0,apartment,563,off-street parking,laundry in bldg,ia,41.6168,'-93.7188,7042654749
626,3,5,1,0,apartment,449,street parking,w/d in unit,nm,35.0853,'-106.658,7042654902
925,3,5,1,0,apartment,506,off-street parking,laundry on site,co,38.8137,'-104.834,7042656904
4841,3,5,1,0,apartment,1132,carport,w/d in unit,ca,33.9762,'-118.454,7042672535
750,3,5,1,0,apartment,330,off-street parking,laundry on site,co,38.8767,'-104.834,7042674295
1650,3,5,1,0,apartment,350,street parking,laundry on site,ca,32.7287,'-117.161,7042676687
1025,3,5,1,0,apartment,475,off-street parking,laundry on site,co,39.6966,'-104.936,7042698194
2750,3,5,1,0,apartment,1200,detached garage,laundry in bldg,ca,34.0434,'-118.272,7042825203
1080,3,5,1,0,apartment,524,off-street parking,laundry in bldg,ny,43.1317,'-77.6062,7042884985
325,3,5,1,1,apartment,300,off-street parking,no laundry on site,nc,35.5376,'-82.7001,7042904135
1263,3,5,1,0,apartment,476,attached garage,w/d in unit,co,,,7042921490
0,3,5,1,1,condo,390,attached garage,w/d in unit,tx,27.6124,'-97.2227,7042922817
700,3,5,1,0,apartment,500,off-street parking,laundry on site,ak,61.2108,'-149.877,7042935001
795,3,5,1,0,apartment,552,off-street parking,w/d in unit,ia,41.6827,'-93.7771,7042960154
0,3,5,1,0,apartment,450,off-street parking,laundry on site,az,32.2432,'-110.858,7042970831
975,3,5,1,0,apartment,550,carport,laundry on site,ca,38.0024,'-121.324,7042979540
1025,3,5,1,0,apartment,434,carport,w/d in unit,sc,34.8593,'-82.3861,7042984254
1200,3,5,1,0,apartment,640,carport,w/d in unit,sc,34.8593,'-82.3861,7042985572
1100,3,5,1,0,apartment,600,carport,laundry on site,ca,37.9834,'-121.334,7042990715
975,3,5,1,0,apartment,550,carport,laundry on site,ca,37.9872,'-121.318,7042999071
1230,3,5,1,0,apartment,665,attached garage,w/d in unit,co,40.3965,'-105.073,7042999479
940,3,5,1,0,apartment,443,off-street parking,laundry on site,mn,44.7435,'-93.2941,7043017973
